"product_id","de_title","base_handle","en_title","en_title_outdated","current_en_handle","current_en_handle_outdated","target_en_handle","status","needs_en_handle_write","collection_target_collision","store_base_handle_collision","store_en_handle_collision","market_specific_en_title_count","market_specific_en_handle_count"
"gid://shopify/Product/11002511491410","Fototapete Tropischer Strand im goldenen Sonnenuntergang","fototapete-tropischer-strand-im-goldenen-sonnenuntergang","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/11002511425874","Fototapete Tropischer Sandstrand mit Palmen und türkisem Meer","fototapete-tropischer-sandstrand-mit-palmen-und-tuerkisem-meer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/11002511262034","Fototapete Goldene Wildblumen im Morgenlicht","fototapete-goldene-wildblumen-im-morgenlicht","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/11002511098194","Fototapete Pastellhimmel im Abendlicht","fototapete-pastellhimmel-im-abendlicht","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/11000858247506","Fototapete Pastellwolken im Sonnenaufgang","fototapete-pastellwolken-im-sonnenaufgang","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/11000856084818","Fototapete Sonnenuntergang am ruhigen Sandstrand","fototapete-sonnenuntergang-am-ruhigen-sandstrand","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/11000852185426","Fototapete Pastellhimmel mit Lichtreflexen und Wolken","fototapete-pastellhimmel-mit-lichtreflexen-und-wolken","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/11000845795666","Fototapete Tropischer Pflanzenwald in sanften Grüntönen","fototapete-tropischer-pflanzenwald-in-sanften-gruentoenen","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/11000485314898","Fototapete Tropische Palmenlandschaft in sanften Naturtönen","fototapete-tropische-palmenlandschaft-in-sanften-naturtoenen","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/11000474796370","Fototapete Tropische Dschungelblätter in sattem Grün","fototapete-tropische-dschungelblaetter-in-sattem-gruen","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/11000346018130","Fototapete Ozeanwellen aus der Luft","fototapete-ozeanwellen-aus-der-luft","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997808824658","Fototapete Tropische Blätter in Naturtönen","fototapete-tropische-blaetter-in-naturtoenen","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997772124498","Fototapete Meereswellen aus der Vogelperspektive","fototapete-meereswellen-aus-der-vogelperspektive","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997765636434","Fototapete Türkisblaues Wasser mit Lichtreflexen","fototapete-tuerkisblaues-wasser-mit-lichtreflexen","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997759148370","Fototapete Schimmernde Wasserreflexe in Pastell","fototapete-schimmernde-wasserreflexe-in-pastell","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997755543890","Fototapete Tropischer Wasserfall mit exotischen Vögeln","fototapete-tropischer-wasserfall-mit-exotischen-voegeln","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997754855762","Fototapete Eleganter Pfau im romantischen Garten","fototapete-eleganter-pfau-im-romantischen-garten","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997754134866","Fototapete Exotischer Vogel im tropischen Regenwald","fototapete-exotischer-vogel-im-tropischen-regenwald","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997752856914","Fototapete Nebelwald mit Tannenpanorama","fototapete-nebelwald-mit-tannenpanorama","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997751873874","Fototapete Mystischer Nebelwald in sattem Grün","fototapete-mystischer-nebelwald-in-sattem-gruen","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997747155282","Fototapete Tropischer Fluss im üppigen Regenwald","fototapete-tropischer-fluss-im-ueppigen-regenwald","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997738570066","Fototapete Mystischer Regenwald im Morgennebel","fototapete-mystischer-regenwald-im-morgennebel","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997730181458","Fototapete Buntes Märchenschloss im Pastellstil für Mädchenzimmer","fototapete-buntes-maerchenschloss-im-pastellstil-fuer-maedchenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997729132882","Fototapete Zauberschloss in den Wolken mit rosa Ballons für Mädchenzimmer","fototapete-zauberschloss-in-den-wolken-mit-rosa-ballons-fuer-maedchenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997728313682","Fototapete Meerjungfrauen im zauberhaften Unterwasserreich für Mädchenzimmer","fototapete-meerjungfrauen-im-zauberhaften-unterwasserreich-fuer-maedchenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997727363410","Fototapete Magisches Einhorn auf Blumenwiese für Mädchenzimmer","fototapete-magisches-einhorn-auf-blumenwiese-fuer-maedchenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997721956690","Fototapete Magisches Einhorn mit Regenbogenmähne für Mädchenzimmer","fototapete-magisches-einhorn-mit-regenbogenmaehne-fuer-maedchenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997717401938","Fototapete Einhorn über den Wolken mit Regenbogen für Mädchenzimmer","fototapete-einhorn-ueber-den-wolken-mit-regenbogen-fuer-maedchenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997716386130","Fototapete Abstrakte Blüten in Pastellfarben","fototapete-abstrakte-blueten-in-pastellfarben","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997715272018","Fototapete Aquarell Lavendelfeld in Pastell für Mädchenzimmer","fototapete-aquarell-lavendelfeld-in-pastell-fuer-maedchenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997711176018","Fototapete Koalas im tropischen Dschungel für Kinderzimmer","fototapete-koalas-im-tropischen-dschungel-fuer-kinderzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997709701458","Fototapete Piratenschiff an tropischem Strand für Jungenzimmer","fototapete-piratenschiff-an-tropischem-strand-fuer-jungenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997708194130","Fototapete T-Rex in dramatischer Berglandschaft für Jungenzimmer","fototapete-t-rex-in-dramatischer-berglandschaft-fuer-jungenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997706326354","Fototapete Dinosaurier in majestätischer Berglandschaft für Jungenzimmer","fototapete-dinosaurier-in-majestaetischer-berglandschaft-fuer-jungenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997698265426","Fototapete Aquarell Dinosaurier in Berglandschaft für Jungenzimmer","fototapete-aquarell-dinosaurier-in-berglandschaft-fuer-jungenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997696856402","Fototapete Retro Sportwagen bei Nacht in der Neonstadt","fototapete-retro-sportwagen-bei-nacht-in-der-neonstadt","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997676343634","Fototapete Sportwagen in Action für Jungenzimmer","fototapete-sportwagen-in-action-fuer-jungenzimmer","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997667332434","Fototapete Pastell Wolken mit Mond und Sternen","fototapete-pastell-wolken-mit-mond-und-sternen","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997665005906","Fototapete Aquarell Waldtiere mit Rehen und Hasen","fototapete-aquarell-waldtiere-mit-rehen-und-hasen","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997662679378","Fototapete Aquarell Safari mit Dschungeltieren","fototapete-aquarell-safari-mit-dschungeltieren","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997652750674","Fototapete Aquarell Heißluftballons mit Hasen","fototapete-aquarell-heissluftballons-mit-hasen","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997641740626","Fototapete Pastell Regenbogen mit Blumenlandschaft","fototapete-pastell-regenbogen-mit-blumenlandschaft","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10997621752146","Fototapete Aquarell Safari mit Heißluftballons","fototapete-aquarell-safari-mit-heissluftballons","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
"gid://shopify/Product/10992259268946","Fototapete Retro Sportwagen mit Palmen bei Sonnenuntergang","fototapete-retro-sportwagen-mit-palmen-bei-sonnenuntergang","","","","","","BLOCKED_EN_TITLE_MISSING","false","false","false","false","0","0"
